rb1801,09:08:06.500,3828,1671102,3827,11,3828,222,3.11327e+006,6.4591e+010
rb1801,09:08:07.0,3827,1671154,3827,5,3828,225,3.11326e+006,6.4593e+010
rb1801,09:08:07.500,3827,1671194,3827,15,3828,234,3.11326e+006,6.45945e+010
rb1801,09:08:08.0,3827,1671252,3827,2,3828,224,3.11326e+006,6.45967e+010
rb1801,09:08:08.500,3826,1671310,3826,57,3827,5,3.11327e+006,6.45989e+010
rb1801,09:08:09.0,3826,1671332,3826,48,3827,4,3.11328e+006,6.45998e+010
rb1801,09:08:09.500,3827,1671386,3827,2,3828,44,3.11326e+006,6.46018e+010
rb1801,09:08:10.0,3828,1671416,3826,75,3828,42,3.11325e+006,6.4603e+010
rb1801,09:08:10.500,3826,1671688,3825,924,3826,104,3.11341e+006,6.46134e+010
rb1801,09:08:11.0,3826,1671920,3826,99,3827,15,3.1134e+006,6.46223e+010
rb1801,09:10:49.0,3829,1746200,3828,57,3829,149,3.11374e+006,6.74613e+010
rb1801,09:10:49.500,3829,1746236,3828,33,3829,154,3.11374e+006,6.74627e+010
rb1801,09:10:50.0,3829,1746274,3828,297,3829,151,3.11372e+006,6.74641e+010
rb1801,09:10:50.500,3829,1746392,3828,293,3829,109,3.11364e+006,6.74687e+010
rb1801,09:10:51.0,3829,1746408,3828,290,3829,118,3.11364e+006,6.74693e+010
rb1801,09:10:51.500,3828,1746472,3828,286,3829,91,3.11362e+006,6.74717e+010
rb1801,09:10:52.0,3829,1746514,3828,280,3829,76,3.11361e+006,6.74733e+010
rb1801,09:10:52.500,3829,1746680,3829,114,3830,458,3.11358e+006,6.74797e+010
rb1801,09:10:53.0,3829,1746740,3829,146,3830,447,3.11359e+006,6.7482e+010
rb1801,09:10:53.500,3829,1747192,3829,90,3830,284,3.11372e+006,6.74993e+010
rb1801,09:10:54.0,3829,1747444,3829,114,3830,280,3.11378e+006,6.75089e+010
rb1801,09:10:54.500,3830,1747642,3829,105,3830,289,3.11378e+006,6.75165e+010
rb1801,09:10:55.0,3830,1748014,3829,104,3830,124,3.11357e+006,6.75308e+010
rb1801,09:10:55.500,3829,1748228,3829,115,3830,36,3.11355e+006,6.7539e+010
rb1801,09:10:56.0,3830,1748324,3830,143,3831,265,3.11362e+006,6.75426e+010
rb1801,09:10:56.500,3830,1748360,3830,177,3831,267,3.11364e+006,6.7544e+010
rb1801,09:10:57.0,3830,1748400,3830,186,3831,256,3.11364e+006,6.75456e+010
rb1801,09:10:57.500,3831,1748530,3830,185,3831,204,3.11366e+006,6.75505e+010
rb1801,09:10:58.0,3830,1748666,3830,142,3831,194,3.11359e+006,6.75557e+010
rb1801,09:10:58.500,3829,1749022,3829,627,3830,392,3.11349e+006,6.75694e+010
rb1801,09:10:59.0,3830,1749124,3829,586,3830,361,3.11346e+006,6.75733e+010
rb1801,09:10:59.500,3830,1749218,3829,586,3830,545,3.11341e+006,6.75769e+010
rb1801,09:11:00.0,3830,1749272,3829,580,3830,540,3.11339e+006,6.7579e+010
rb1801,09:11:00.500,3830,1749348,3829,570,3830,530,3.1134e+006,6.75819e+010
rb1801,09:11:01.0,3829,1749564,3829,508,3830,571,3.11333e+006,6.75901e+010
rb1801,09:11:01.500,3830,1749642,3829,482,3830,662,3.11332e+006,6.75931e+010
rb1801,09:11:02.0,3829,1750662,3828,291,3829,186,3.11404e+006,6.76322e+010
rb1801,09:11:02.500,3828,1750972,3828,141,3829,211,3.11386e+006,6.7644e+010
rb1801,09:11:03.0,3828,1751398,3827,505,3828,941,3.11386e+006,6.76604e+010
rb1801,09:13:20.500,3828,1779400,3827,174,3828,1,3.11331e+006,6.87321e+010
rb1801,09:13:21.0,3828,1779410,3828,2,3829,152,3.11332e+006,6.87325e+010
rb1801,09:13:21.500,3829,1779422,3828,7,3829,148,3.11331e+006,6.8733e+010
rb1801,09:13:22.0,3829,1779772,3829,328,3830,87,3.11338e+006,6.87464e+010
rb1801,09:13:22.500,3829,1779782,3829,325,3830,60,3.11339e+006,6.87468e+010
rb1801,09:13:23.0,3829,1779784,3829,324,3830,55,3.11339e+006,6.87468e+010
rb1801,09:13:23.500,3829,1779874,3829,330,3830,16,3.11337e+006,6.87503e+010
rb1801,09:13:24.0,3830,1779920,3830,10,3831,424,3.11337e+006,6.8752e+010
rb1801,09:13:24.500,3830,1779936,3830,21,3831,473,3.11336e+006,6.87527e+010
rb1801,09:13:25.0,3830,1779954,3830,64,3831,472,3.11335e+006,6.87533e+010
rb1801,09:13:25.500,3830,1780048,3830,27,3831,472,3.11333e+006,6.87569e+010
rb1801,09:13:26.0,3830,1780072,3830,15,3831,440,3.11332e+006,6.87579e+010
rb1801,09:13:26.500,3830,1780094,3830,10,3831,442,3.11332e+006,6.87587e+010
rb1801,09:13:27.0,3830,1780118,3829,344,3830,3,3.11332e+006,6.87596e+010
