m1801,09:08:07.329,2716,335234,2716,291,2717,481,1.80121e+006,9.10952e+009
m1801,09:08:07.787,2716,335234,2716,290,2717,483,1.80121e+006,9.10952e+009
m1801,09:08:08.297,2716,335234,2716,311,2717,483,1.80121e+006,9.10952e+009
m1801,09:08:08.997,2716,335250,2716,303,2717,483,1.80119e+006,9.10996e+009
m1801,09:08:09.777,2716,335250,2716,307,2717,496,1.80119e+006,9.10996e+009
m1801,09:08:10.300,2716,335250,2716,304,2717,496,1.80119e+006,9.10996e+009
m1801,09:08:11.212,2716,335250,2716,304,2717,501,1.80119e+006,9.10996e+009
m1801,09:10:49.326,2717,337740,2716,774,2717,851,1.80057e+006,9.17759e+009
m1801,09:10:50.689,2717,337742,2716,774,2717,850,1.80057e+006,9.17764e+009
m1801,09:10:51.55,2717,337746,2716,773,2717,849,1.80057e+006,9.17775e+009
m1801,09:10:51.545,2717,337746,2716,773,2717,853,1.80057e+006,9.17775e+009
m1801,09:10:52.290,2716,337748,2716,772,2717,853,1.80057e+006,9.1778e+009
m1801,09:10:52.827,2716,337782,2716,761,2717,848,1.80061e+006,9.17873e+009
m1801,09:10:53.273,2716,337796,2716,754,2717,848,1.80061e+006,9.17911e+009
m1801,09:10:53.823,2717,337856,2716,754,2717,818,1.80061e+006,9.18074e+009
m1801,09:10:54.294,2717,337858,2716,754,2717,817,1.80061e+006,9.18079e+009
m1801,09:10:54.733,2717,337858,2716,754,2717,826,1.80061e+006,9.18079e+009
m1801,09:10:56.253,2716,337864,2716,751,2717,826,1.80061e+006,9.18096e+009
m1801,09:10:56.808,2717,337896,2716,1064,2717,810,1.80061e+006,9.18183e+009
m1801,09:10:57.174,2717,337900,2716,1064,2717,808,1.80061e+006,9.18193e+009
m1801,09:10:57.795,2717,337900,2716,1157,2717,793,1.80061e+006,9.18193e+009
m1801,09:10:58.215,2717,337900,2716,1168,2717,793,1.80061e+006,9.18193e+009
m1801,09:10:58.742,2717,337900,2716,1168,2717,786,1.80061e+006,9.18193e+009
m1801,09:10:59.309,2717,337900,2716,1170,2717,786,1.80061e+006,9.18193e+009
m1801,09:11:00.310,2717,337900,2716,1171,2717,791,1.80061e+006,9.18193e+009
m1801,09:11:01.198,2717,337900,2716,1172,2717,791,1.80061e+006,9.18193e+009
m1801,09:11:02.286,2717,337900,2716,1191,2717,791,1.80061e+006,9.18193e+009
m1801,09:11:02.417,2717,337900,2716,1191,2717,792,1.80061e+006,9.18193e+009
m1801,09:11:03.295,2716,338044,2716,817,2717,720,1.80065e+006,9.18585e+009
m1801,09:11:03.794,2717,338046,2716,786,2717,740,1.80065e+006,9.1859e+009
